Turf Name,Location,Landmark,Price Per Hour,Rating,Number of Reviews,Open Time,Close Time,Available on Weekend,Turf Type,Amenities,Contact Number,Latitude,Longitude,Maintenance Issues (days/month),Last-Minute Cancellations/week,Year,Users Per Year
Lewis-Adams Turf,OMR,Opposite Main Bus Stop,335,4.1,100,08:00,22:00,No,Futsal,"Floodlights, Canteen, Washroom, Changing Room",7904964637,13.149346,80.221815,0,0,2022,577
"Taylor, Watkins and Ochoa Turf",Perungudi,Next to ABC Park,329,3.3,64,08:00,23:00,No,7‑a‑side,"Changing Room, Floodlights",989.717.5351x7523,13.00994,80.119012,0,5,2022,3121
"Heath, Schultz and Castillo Turf",Porur,Next to ABC Park,798,3.4,98,07:00,23:00,No,Futsal,"Changing Room, Canteen, Parking, Washroom",652-409-2850x0657,13.023403,80.036257,2,8,2022,4727
Barton-Freeman Turf,Kodambakkam,Next to ABC Park,1196,4.3,7,08:00,23:00,Yes,5‑a‑side,"Washroom, Parking",708-472-8816,13.182306,80.233132,4,7,2022,1100
"Maldonado, Alvarez and Young Turf",Porur,Near XYZ Mall,553,3.7,50,07:00,23:00,Yes,Futsal,"Canteen, Washroom, Parking, Changing Room",(823)218-5239,13.123777,80.219779,3,5,2022,1565
"Larsen, Schwartz and Carter Turf",Pallavaram,Close to Railway Station,1157,2.6,75,06:00,21:00,Yes,5‑a‑side,"Washroom, Canteen, Floodlights, Changing Room",359.979.7454x8078,13.163078,80.065732,1,2,2022,2636
"Peterson, Allison and Farmer Turf",Pallavaram,Beside Metro Station,957,3.2,145,08:00,22:00,Yes,6‑a‑side,"Canteen, Washroom",001-587-320-3509,13.131305,80.044511,3,7,2022,2949
"Edwards, Jackson and Brown Turf",Kilpauk,Close to Railway Station,538,3.6,83,07:00,22:00,Yes,7‑a‑side,"Floodlights, Parking, Changing Room, Canteen",+1-941-539-7144x7716,13.198953,80.206971,1,8,2022,2843
Hoffman PLC Turf,Kodambakkam,Close to Railway Station,394,4.1,17,06:00,21:00,Yes,7‑a‑side,"Floodlights, Parking, Washroom, Canteen",001-354-644-3645,13.160134,80.120095,4,0,2022,2363
Nguyen Group Turf,Ambattur,Close to Railway Station,936,2.8,46,06:00,21:00,No,Futsal,"Parking, Changing Room",001-558-433-4129,13.093124,80.238315,1,8,2022,1818
Harrison-Mayer Turf,Kodambakkam,Opposite Main Bus Stop,964,3.3,113,08:00,22:00,Yes,5‑a‑side,"Parking, Washroom, Canteen",001-579-432-2953,13.007379,80.074037,2,5,2022,4097
Green Ltd Turf,Ambattur,Next to ABC Park,1014,4.3,57,07:00,23:00,No,7‑a‑side,"Parking, Floodlights",-5247,13.041152,80.060258,2,5,2022,4262
"Melendez, Rodriguez and Melton Turf",Kilpauk,Opposite Main Bus Stop,496,3.3,65,06:00,20:00,Yes,Futsal,"Canteen, Washroom, Floodlights",(584)295-4896,13.145463,80.024251,2,3,2022,2690
Lara-Rhodes Turf,Perungudi,Close to Railway Station,1146,4.7,28,06:00,21:00,Yes,6‑a‑side,"Parking, Changing Room",+1-856-946-3793x4457,13.084048,80.067616,2,0,2022,1492
"Perez, Morris and Olson Turf",Pallavaram,Near XYZ Mall,385,4.9,16,07:00,22:00,No,7‑a‑side,"Washroom, Canteen, Parking, Floodlights",(781)397-3497,13.087472,80.273628,3,9,2022,3212
Barnes Inc Turf,Velachery,Close to Railway Station,662,3.3,145,06:00,22:00,Yes,Futsal,"Changing Room, Canteen",9069859814,13.140714,80.183438,4,7,2022,2692
Campbell Ltd Turf,Chromepet,Opposite Main Bus Stop,478,4.0,113,06:00,22:00,No,6‑a‑side,"Changing Room, Washroom, Canteen",621-574-5632,13.034876,80.246383,1,1,2022,1748
Rivera-Peterson Turf,Guindy,Next to ABC Park,956,4.1,27,05:00,21:00,Yes,5‑a‑side,"Floodlights, Parking",7604848139,13.114701,80.240516,1,0,2022,3554
Williams Ltd Turf,Guindy,Beside Metro Station,1165,2.9,147,08:00,20:00,No,5‑a‑side,"Washroom, Parking, Floodlights, Changing Room",(371)832-9365x521,13.099748,80.03003,2,1,2022,4533
"Baldwin, Knight and Smith Turf",Kodambakkam,Next to ABC Park,642,4.7,69,07:00,23:00,No,Futsal,"Canteen, Changing Room",6016949703,13.116546,80.19595,2,0,2022,2497
Tate PLC Turf,Kodambakkam,Opposite Main Bus Stop,702,2.7,91,07:00,20:00,No,6‑a‑side,"Floodlights, Parking",758.595.0635,13.169494,80.044153,0,0,2022,4187
"Martinez, Mosley and Wilson Turf",Medavakkam,Close to Railway Station,1056,2.8,82,06:00,21:00,No,5‑a‑side,"Washroom, Changing Room, Canteen",3679197343,13.025726,80.018525,4,8,2022,2651
Williams PLC Turf,Guindy,Close to Railway Station,1172,3.8,63,07:00,20:00,No,7‑a‑side,"Canteen, Parking, Washroom, Changing Room",681.542.7098x4259,13.000745,80.155443,3,0,2022,4518
"Hubbard, Buchanan and James Turf",OMR,Beside Metro Station,404,4.6,93,05:00,23:00,No,5‑a‑side,"Washroom, Changing Room, Parking",583.566.2091x30920,13.147858,80.233651,1,3,2022,3610
Rosales-Gibson Turf,Guindy,Near XYZ Mall,445,5.0,41,07:00,21:00,Yes,6‑a‑side,"Canteen, Parking, Changing Room",(254)911-9878x3431,13.04176,80.273037,0,9,2022,2470
"Mcbride, Williams and Norris Turf",Chromepet,Near XYZ Mall,557,2.6,126,07:00,22:00,No,Futsal,"Washroom, Floodlights, Parking, Changing Room",001-456-668-1206,13.121248,80.091404,0,5,2022,697
"Barnett, Jones and Nelson Turf",Mylapore,Near XYZ Mall,458,4.1,148,06:00,23:00,No,6‑a‑side,"Washroom, Floodlights, Parking",001-829-378-7990x52616,13.028012,80.063736,1,6,2022,3126
Vaughn-Allen Turf,Porur,Next to ABC Park,511,4.8,19,06:00,20:00,No,7‑a‑side,"Parking, Changing Room, Washroom, Floodlights",(675)798-1160,13.089167,80.107504,3,1,2022,1702
Cook Ltd Turf,T Nagar,Near XYZ Mall,958,3.8,3,06:00,22:00,No,Futsal,"Floodlights, Parking, Changing Room",001-824-788-0065x149,13.005313,80.134957,0,5,2022,2535
Owens PLC Turf,Mylapore,Near XYZ Mall,306,3.7,82,06:00,21:00,No,Futsal,"Canteen, Changing Room, Parking",690-320-5991x882,13.022103,80.27774,0,6,2022,977
Shaw and Sons Turf,Perungudi,Opposite Main Bus Stop,837,2.8,15,05:00,20:00,No,6‑a‑side,"Floodlights, Canteen, Parking, Washroom",339-684-1226x15535,13.066003,80.255987,4,9,2022,1754
"Lee, Peterson and Hill Turf",Medavakkam,Beside Metro Station,670,4.6,48,05:00,21:00,No,6‑a‑side,"Changing Room, Floodlights, Washroom",855-532-1075x68870,13.018087,80.015194,3,9,2022,1422
"Gonzalez, Webster and Young Turf",Anna Nagar,Next to ABC Park,373,3.3,143,08:00,23:00,No,5‑a‑side,"Parking, Changing Room",-4965,13.056372,80.117304,3,8,2023,919
Walker-Fox Turf,Velachery,Next to ABC Park,392,3.4,54,07:00,20:00,No,6‑a‑side,"Parking, Washroom",+1-242-952-9466x006,13.0963,80.116755,4,3,2023,2704
"Cervantes, Thomas and Mullins Turf",Velachery,Near XYZ Mall,714,3.6,26,08:00,23:00,Yes,5‑a‑side,"Washroom, Floodlights, Canteen, Parking",+1-503-448-9953x83947,13.155068,80.2654,2,9,2023,3097
Collins-Cruz Turf,OMR,Next to ABC Park,604,3.6,135,08:00,22:00,Yes,7‑a‑side,"Changing Room, Canteen",321-962-6539x9736,13.054562,80.161246,4,2,2023,1620
"Howell, Harris and Dean Turf",Chromepet,Beside Metro Station,307,4.9,101,05:00,22:00,No,5‑a‑side,"Floodlights, Changing Room",845-730-6495x52163,13.073,80.101482,4,8,2023,3568
"Riggs, Humphrey and Gordon Turf",Kilpauk,Close to Railway Station,1126,4.8,90,07:00,23:00,Yes,7‑a‑side,"Parking, Changing Room, Washroom",901-907-7927x760,13.194876,80.07516,1,1,2023,1450
Zuniga Ltd Turf,OMR,Opposite Main Bus Stop,315,3.2,16,08:00,20:00,No,6‑a‑side,"Canteen, Changing Room",(582)255-3292x74829,13.159662,80.198423,2,3,2023,2836
Ellis LLC Turf,Kilpauk,Beside Metro Station,972,2.6,141,05:00,23:00,No,Futsal,"Parking, Washroom, Changing Room, Canteen",001-561-319-2064x663,13.064894,80.025948,2,5,2023,2743
"Schmidt, Luna and Thomas Turf",Adyar,Next to ABC Park,1112,4.8,98,08:00,20:00,No,Futsal,"Canteen, Floodlights",483-680-3951,13.174217,80.235398,2,1,2023,3145
"Williams, Perry and Moore Turf",Pallavaram,Near XYZ Mall,552,3.2,55,06:00,23:00,No,Futsal,"Washroom, Changing Room",652-472-0522x028,13.177357,80.258111,4,7,2023,2357
Lopez Inc Turf,Pallavaram,Next to ABC Park,592,4.2,132,07:00,20:00,No,6‑a‑side,"Floodlights, Canteen, Washroom",+1-308-613-3004x9379,13.046351,80.021046,3,7,2023,2365
Jones-Day Turf,Pallavaram,Close to Railway Station,907,2.8,86,08:00,20:00,No,6‑a‑side,"Canteen, Washroom, Changing Room",454.578.8512x041,13.126169,80.071165,2,0,2023,3412
"Anderson, Harrell and Clarke Turf",Adyar,Opposite Main Bus Stop,649,3.2,11,06:00,20:00,No,7‑a‑side,"Washroom, Canteen, Changing Room",001-976-329-5969x712,13.197506,80.076285,4,2,2023,3353
Garcia LLC Turf,OMR,Next to ABC Park,377,4.3,4,06:00,23:00,No,6‑a‑side,"Floodlights, Canteen, Changing Room, Parking",535.791.8201,13.077642,80.193914,1,9,2023,3728
Hernandez-Parsons Turf,Porur,Beside Metro Station,722,2.8,76,06:00,20:00,No,Futsal,"Parking, Changing Room, Floodlights, Washroom",001-919-409-7165x247,13.000194,80.143488,3,8,2023,4219
Clarke Inc Turf,Medavakkam,Close to Railway Station,937,4.2,126,06:00,22:00,No,7‑a‑side,"Canteen, Parking, Floodlights",(958)615-1148x858,13.041365,80.084682,1,4,2023,3728
"Matthews, Smith and Rhodes Turf",Kilpauk,Close to Railway Station,1077,4.5,79,08:00,21:00,Yes,Futsal,"Floodlights, Canteen, Changing Room",+1-691-563-8428x53312,13.070934,80.089453,3,5,2023,2871
Vaughn Ltd Turf,Mylapore,Next to ABC Park,989,2.7,16,07:00,23:00,No,6‑a‑side,"Floodlights, Washroom",9396552687,13.025952,80.192488,4,3,2023,3391
Reilly-Ramirez Turf,T Nagar,Beside Metro Station,820,3.0,42,08:00,22:00,No,5‑a‑side,"Floodlights, Washroom",(720)467-3604x0222,13.053188,80.224625,0,9,2023,4256
Garcia-Richard Turf,Kilpauk,Opposite Main Bus Stop,1170,2.6,43,07:00,22:00,No,6‑a‑side,"Changing Room, Washroom, Floodlights, Parking",221-436-2944,13.171131,80.049291,3,1,2023,4725
Reid-Wright Turf,Nungambakkam,Next to ABC Park,575,3.2,123,07:00,21:00,No,7‑a‑side,"Changing Room, Parking, Floodlights",+1-732-486-5395x91325,13.012027,80.148594,1,7,2023,594
"Bradley, Bennett and Mccoy Turf",Porur,Opposite Main Bus Stop,1164,3.4,118,08:00,23:00,Yes,7‑a‑side,"Changing Room, Canteen, Parking",6969041442,13.016461,80.003104,4,5,2023,3174
Johnson LLC Turf,T Nagar,Close to Railway Station,1151,3.4,19,05:00,23:00,No,7‑a‑side,"Changing Room, Floodlights, Canteen, Washroom",471-381-0631x6050,13.019846,80.086679,3,4,2023,2455
Frazier-Jordan Turf,Adyar,Beside Metro Station,446,4.5,44,08:00,20:00,No,5‑a‑side,"Parking, Washroom, Canteen",892-940-0435,13.089092,80.184711,0,8,2023,1293
"Aguirre, Mclean and Dean Turf",Guindy,Beside Metro Station,578,3.5,41,07:00,22:00,Yes,7‑a‑side,"Parking, Changing Room, Washroom, Canteen",540-699-6415x122,13.114478,80.102326,0,0,2023,2334
"Morris, Johnson and Brady Turf",Porur,Opposite Main Bus Stop,739,3.6,4,07:00,21:00,No,Futsal,"Canteen, Floodlights, Changing Room",(779)552-8060x729,13.05382,80.255392,2,4,2023,2616
"Warren, Lam and Anderson Turf",Ambattur,Near XYZ Mall,553,3.1,123,05:00,22:00,No,Futsal,"Canteen, Parking, Changing Room, Floodlights",001-936-239-0088x890,13.034799,80.188161,2,5,2023,4606
Thompson Group Turf,Ambattur,Close to Railway Station,568,4.3,99,05:00,23:00,Yes,7‑a‑side,"Changing Room, Canteen, Parking, Floodlights",261-699-8135x027,13.126946,80.118841,1,4,2023,3825
Jennings Ltd Turf,T Nagar,Close to Railway Station,1097,4.9,82,05:00,20:00,No,5‑a‑side,"Floodlights, Washroom, Changing Room",001-340-344-1295x972,13.167782,80.107646,3,5,2023,3419
Garcia-Jones Turf,Ambattur,Close to Railway Station,1099,2.6,128,08:00,20:00,No,7‑a‑side,"Changing Room, Washroom",-10221,13.145426,80.113915,3,5,2023,3097
Montgomery-Williams Turf,Ambattur,Beside Metro Station,642,4.8,47,05:00,22:00,Yes,5‑a‑side,"Floodlights, Canteen, Washroom",+1-984-225-2439x600,13.127854,80.064551,2,6,2023,3705
Hess PLC Turf,Velachery,Close to Railway Station,733,3.9,3,06:00,22:00,No,6‑a‑side,"Washroom, Changing Room, Floodlights, Parking",302.944.2993x87771,13.076072,80.043874,3,3,2023,1314
"Mccoy, Bennett and White Turf",Perungudi,Near XYZ Mall,692,3.3,4,08:00,20:00,Yes,5‑a‑side,"Parking, Canteen",001-567-697-7440,13.101015,80.247738,3,7,2023,845
"Walker, White and Johns Turf",Ambattur,Next to ABC Park,1010,4.6,147,08:00,20:00,No,7‑a‑side,"Washroom, Parking, Changing Room, Canteen",2147003105,13.166091,80.060715,0,6,2023,2849
"White, Kirby and Knight Turf",Guindy,Beside Metro Station,522,2.5,102,06:00,22:00,No,5‑a‑side,"Floodlights, Parking, Changing Room, Washroom",944.504.7069,13.019066,80.146818,2,8,2023,862
"Valenzuela, Smith and Prince Turf",Ambattur,Near XYZ Mall,1014,3.8,130,06:00,21:00,Yes,7‑a‑side,"Washroom, Canteen, Parking, Changing Room",7509261848,13.149927,80.081597,4,6,2023,2943
"Stewart, Murphy and Hunter Turf",Kodambakkam,Opposite Main Bus Stop,1068,5.0,47,06:00,20:00,Yes,5‑a‑side,"Parking, Canteen, Washroom, Changing Room",+1-351-904-4064x4038,13.068299,80.105057,2,2,2023,2765
"Orozco, Mcbride and Wilkerson Turf",Porur,Opposite Main Bus Stop,1044,3.3,109,07:00,22:00,No,Futsal,"Changing Room, Canteen, Floodlights",386.225.2055,13.157844,80.221862,4,2,2023,2688
Allen-Sherman Turf,Velachery,Beside Metro Station,858,4.9,96,08:00,23:00,Yes,7‑a‑side,"Floodlights, Canteen, Parking, Changing Room",001-789-907-5603x89302,13.161191,80.174878,0,7,2023,3505
Wright PLC Turf,Velachery,Close to Railway Station,746,4.8,103,08:00,20:00,No,Futsal,"Floodlights, Parking",513.211.6406,13.094341,80.286182,1,4,2023,3781
Hamilton-Wright Turf,Porur,Close to Railway Station,867,4.8,146,07:00,23:00,Yes,7‑a‑side,"Canteen, Parking, Floodlights",+1-227-868-9509x199,13.040527,80.034788,3,3,2023,1484
Moore LLC Turf,Medavakkam,Close to Railway Station,482,4.6,132,05:00,21:00,No,Futsal,"Parking, Changing Room",(859)552-2021,13.107921,80.123029,0,7,2023,2139
"Esparza, Thomas and Lee Turf",Medavakkam,Beside Metro Station,790,3.4,39,06:00,20:00,Yes,Futsal,"Washroom, Changing Room, Parking, Canteen",001-364-324-6446,13.168261,80.159156,3,5,2023,1327
Manning Inc Turf,OMR,Near XYZ Mall,795,2.9,133,05:00,21:00,Yes,5‑a‑side,"Floodlights, Parking",969.670.0807x77605,13.065469,80.273895,1,1,2023,3230
"Powers, Rodriguez and Pierce Turf",Chromepet,Beside Metro Station,1077,4.7,52,05:00,20:00,Yes,5‑a‑side,"Parking, Floodlights, Canteen",565-997-1744,13.065152,80.083491,1,3,2023,4031
Webb Group Turf,Porur,Near XYZ Mall,842,4.1,67,07:00,21:00,Yes,5‑a‑side,"Canteen, Washroom, Floodlights, Changing Room",8296264999,13.077513,80.265081,0,3,2023,4951
Haney and Sons Turf,T Nagar,Near XYZ Mall,1063,3.1,135,07:00,20:00,No,7‑a‑side,"Canteen, Parking, Washroom",948.454.2035x26375,13.184984,80.018637,1,5,2023,3435
Simpson Ltd Turf,Perungudi,Close to Railway Station,923,3.8,130,06:00,21:00,Yes,6‑a‑side,"Washroom, Canteen",277.208.7259x574,13.139537,80.155915,4,5,2023,4376
"Miller, Garner and Carter Turf",Kodambakkam,Beside Metro Station,1090,3.0,79,06:00,23:00,No,Futsal,"Changing Room, Canteen, Parking",899.637.1568,13.191283,80.260812,1,0,2023,626
Green-Haynes Turf,Mylapore,Opposite Main Bus Stop,940,2.5,10,07:00,21:00,Yes,5‑a‑side,"Washroom, Canteen, Parking, Floodlights",001-201-465-5141x7672,13.094484,80.097401,3,7,2023,3677
Le and Sons Turf,T Nagar,Beside Metro Station,1059,3.8,146,05:00,20:00,Yes,5‑a‑side,"Washroom, Canteen, Floodlights, Parking",+1-275-824-1577x9644,13.104894,80.284227,3,5,2023,3556
Dunn-Hurst Turf,Velachery,Beside Metro Station,777,4.2,92,08:00,22:00,No,7‑a‑side,"Changing Room, Floodlights",622-354-6382,13.16682,80.102102,3,2,2023,1103
Allen-Esparza Turf,Kilpauk,Close to Railway Station,619,4.9,148,05:00,22:00,Yes,6‑a‑side,"Washroom, Parking, Changing Room, Canteen",001-798-631-4145x061,13.190085,80.266416,3,8,2023,3949
Gutierrez-Patterson Turf,Pallavaram,Opposite Main Bus Stop,1014,3.3,50,08:00,21:00,Yes,7‑a‑side,"Canteen, Washroom",001-657-732-7248x6462,13.056161,80.038067,4,1,2023,4646
Wilson-Sanchez Turf,Adyar,Near XYZ Mall,991,3.4,66,05:00,22:00,No,7‑a‑side,"Parking, Canteen",353-936-7429x204,13.158979,80.085336,2,7,2023,4033
Holland-Foster Turf,Anna Nagar,Next to ABC Park,1005,4.0,93,07:00,21:00,Yes,Futsal,"Canteen, Washroom",292-569-6390,13.07828,80.186346,0,9,2023,3867
Flynn-Stewart Turf,OMR,Close to Railway Station,1197,4.0,27,05:00,20:00,No,7‑a‑side,"Floodlights, Canteen, Changing Room",771-648-0840x584,13.012708,80.099784,3,2,2023,3868
"Carter, Lopez and Lee Turf",Chromepet,Close to Railway Station,921,4.2,66,07:00,20:00,No,5‑a‑side,"Floodlights, Washroom",368.536.7968x0976,13.106793,80.025797,1,4,2023,4297
"Hunt, Clark and Roman Turf",Nungambakkam,Beside Metro Station,768,3.5,45,07:00,22:00,No,Futsal,"Washroom, Canteen, Floodlights",001-378-428-9509x2084,13.122104,80.24107,3,5,2023,2292
Banks and Sons Turf,T Nagar,Near XYZ Mall,808,4.1,18,05:00,22:00,Yes,7‑a‑side,"Parking, Floodlights, Canteen",(934)409-5344,13.066414,80.208804,1,9,2023,3361
Figueroa-Holmes Turf,Tambaram,Near XYZ Mall,368,4.1,62,06:00,22:00,No,Futsal,"Floodlights, Parking, Washroom, Canteen",+1-727-388-2255x84241,13.08596,80.073391,1,5,2023,3976
"Young, Copeland and Holt Turf",Nungambakkam,Next to ABC Park,371,4.6,118,07:00,21:00,Yes,7‑a‑side,"Washroom, Changing Room",490-213-1962x953,13.149374,80.119881,3,3,2023,3917
Barrera-Hall Turf,Pallavaram,Near XYZ Mall,801,4.0,107,07:00,20:00,Yes,Futsal,"Floodlights, Changing Room",+1-273-355-1772x346,13.113484,80.22367,4,2,2023,2145
Rangel PLC Turf,Medavakkam,Beside Metro Station,499,3.7,97,06:00,20:00,No,Futsal,"Washroom, Changing Room",001-268-258-4174x1229,13.14469,80.061756,1,3,2023,1705
"Hogan, Wagner and Jensen Turf",Kodambakkam,Close to Railway Station,690,4.3,44,05:00,23:00,Yes,7‑a‑side,"Canteen, Changing Room, Washroom",(916)622-2271x0113,13.122177,80.00554,1,0,2023,3530
"Gibson, Taylor and Cox Turf",Pallavaram,Near XYZ Mall,488,4.1,132,07:00,22:00,No,Futsal,"Washroom, Parking, Floodlights, Canteen",531-433-3681,13.03978,80.288117,3,3,2023,3372
Hamilton-Warner Turf,T Nagar,Close to Railway Station,731,4.4,55,05:00,21:00,No,Futsal,"Parking, Canteen, Floodlights, Washroom",694-704-8347,13.166172,80.009772,1,0,2023,3572
Nolan-Morton Turf,Tambaram,Near XYZ Mall,354,4.2,115,07:00,23:00,Yes,6‑a‑side,"Changing Room, Washroom, Parking, Canteen",224-426-2496,13.047242,80.216392,1,0,2023,2354
Duncan-Landry Turf,Medavakkam,Next to ABC Park,996,4.7,127,06:00,20:00,No,6‑a‑side,"Parking, Washroom, Floodlights",579.525.7254x186,13.131983,80.207217,3,9,2023,4521
"Kelly, Hutchinson and Greene Turf",Pallavaram,Near XYZ Mall,799,4.5,43,06:00,20:00,Yes,7‑a‑side,"Changing Room, Floodlights, Parking, Canteen",536-498-8066,13.128638,80.020849,3,5,2023,3208
Chavez-Hunt Turf,Anna Nagar,Next to ABC Park,878,3.7,136,06:00,21:00,Yes,5‑a‑side,"Floodlights, Parking, Canteen, Washroom",-9482,13.088596,80.144756,0,4,2023,4002
Rodriguez Inc Turf,Pallavaram,Near XYZ Mall,526,4.7,2,05:00,21:00,No,7‑a‑side,"Parking, Washroom",824-626-4015x7160,13.140496,80.264206,4,3,2023,1832
Payne-Reed Turf,Adyar,Next to ABC Park,477,3.4,103,08:00,22:00,Yes,6‑a‑side,"Floodlights, Canteen, Changing Room, Washroom",(516)968-7834,13.045303,80.171187,4,2,2023,701
Hood PLC Turf,Mylapore,Near XYZ Mall,977,4.0,17,07:00,23:00,No,Futsal,"Parking, Floodlights, Changing Room",356.656.2853x296,13.132376,80.117748,1,0,2023,4007
Castillo-Lin Turf,Mylapore,Beside Metro Station,344,2.5,142,08:00,22:00,No,6‑a‑side,"Washroom, Canteen, Parking, Floodlights",001-254-620-0590x626,13.194316,80.240522,4,5,2023,4712
Villanueva-French Turf,T Nagar,Near XYZ Mall,996,3.3,150,07:00,23:00,Yes,6‑a‑side,"Changing Room, Parking",001-427-799-5344x729,13.051709,80.196847,1,1,2023,1074
Murphy PLC Turf,Pallavaram,Close to Railway Station,1149,4.1,47,07:00,22:00,No,6‑a‑side,"Floodlights, Canteen, Washroom, Parking",(931)310-7164x68570,13.183227,80.097915,0,7,2023,1036
Salinas-Garcia Turf,Mylapore,Close to Railway Station,455,4.3,75,06:00,23:00,Yes,6‑a‑side,"Floodlights, Canteen",001-442-396-2813,13.077513,80.183433,3,9,2023,2125
"Quinn, Martinez and Mccall Turf",Anna Nagar,Close to Railway Station,1151,2.5,125,05:00,22:00,No,Futsal,"Washroom, Canteen, Changing Room",877-309-3232x5747,13.185828,80.166601,3,4,2023,2622
"Daniels, Gonzales and Hopkins Turf",Medavakkam,Beside Metro Station,318,2.9,78,07:00,22:00,No,6‑a‑side,"Washroom, Changing Room",9277643408,13.03163,80.230856,3,6,2023,885
"Serrano, Rodriguez and Burton Turf",OMR,Close to Railway Station,360,3.4,18,08:00,22:00,No,7‑a‑side,"Washroom, Canteen, Changing Room",3197896092,13.160779,80.181529,4,9,2023,3781
"Weeks, Robinson and Stewart Turf",Mylapore,Next to ABC Park,781,4.8,131,05:00,20:00,Yes,Futsal,"Canteen, Washroom, Floodlights",-9842,13.170391,80.27659,0,1,2023,974
Diaz PLC Turf,Kodambakkam,Near XYZ Mall,442,4.8,7,06:00,21:00,Yes,7‑a‑side,"Parking, Washroom, Floodlights, Changing Room",001-565-860-2379x0892,13.143595,80.162147,4,7,2023,917
Mcbride Group Turf,Tambaram,Next to ABC Park,1043,3.2,134,06:00,23:00,No,5‑a‑side,"Changing Room, Canteen, Parking, Floodlights",492.578.7521x3287,13.017087,80.295933,4,1,2023,4100
Smith-Davis Turf,Mylapore,Close to Railway Station,508,3.3,58,05:00,22:00,No,6‑a‑side,"Changing Room, Floodlights, Canteen, Washroom",667.952.3491x100,13.164972,80.045948,0,3,2023,1454
"Morrison, Taylor and Allen Turf",Kilpauk,Opposite Main Bus Stop,1034,3.5,121,07:00,20:00,No,Futsal,"Floodlights, Washroom",+1-525-200-4085x770,13.017984,80.014825,0,0,2023,1705
Ward-Wilkins Turf,Perungudi,Opposite Main Bus Stop,313,4.6,124,07:00,23:00,Yes,7‑a‑side,"Changing Room, Washroom, Parking, Floodlights",001-264-817-2740,13.046596,80.005448,0,4,2023,4620
Dunn-Rios Turf,OMR,Close to Railway Station,793,2.8,110,05:00,23:00,No,7‑a‑side,"Canteen, Changing Room",834.258.4069,13.175954,80.227145,0,8,2023,2490
